NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 5.27, Clark County, Nevada",1400000US32003000527,4167,27.4,2688,208,0,175,0,1096,1072,1016,561,455,1895,1779,138900,561,0,4167,1374,15033,1016,0,45714,4167,1013,1038,33,2338,420,1895,0,0,0,0,116,1779,32,003,000527
"Census Tract 5.28, Clark County, Nevada",1400000US32003000528,2866,25.2,1755,427,85,38,0,542,1125,891,224,667,2101,1771,81000,224,0,2866,739,13372,891,0,41402,2866,615,1011,0,1928,516,2101,0,0,0,0,330,1771,32,003,000528
"Census Tract 6, Clark County, Nevada",1400000US32003000600,3065,40.8,1653,641,30,69,0,650,1699,1185,208,977,2271,2000,85900,208,0,3064,1367,13947,1185,0,24688,3065,779,1413,15,2156,1278,2271,0,0,55,53,163,2000,32,003,000600
"Census Tract 7, Clark County, Nevada",1400000US32003000700,4569,36.3,2335,1653,9,107,19,277,1759,1031,47,984,1125,868,109700,47,0,1386,581,10085,1031,0,15051,4569,839,3090,30,4234,3436,1125,0,0,0,87,170,868,32,003,000700
"Census Tract 8, Clark County, Nevada",1400000US32003000800,2328,45.7,1412,550,19,156,11,137,1707,1364,46,1318,2140,1476,83800,46,0,2323,850,17189,1364,0,20405,2328,342,1278,29,1744,1230,2140,0,0,122,59,483,1476,32,003,000800
"Census Tract 9, Clark County, Nevada",1400000US32003000900,972,46.1,680,113,0,143,0,0,1145,691,89,602,822,667,242600,89,0,972,256,28019,691,13,22181,972,104,663,0,769,577,822,0,0,0,57,98,667,32,003,000900
"Census Tract 10.03, Clark County, Nevada",1400000US32003001003,3348,38.2,2427,364,30,129,0,172,1577,1358,676,682,1702,1506,202400,676,9,3348,305,26844,1358,8,50758,3348,628,1834,45,2128,1255,1702,0,0,0,97,99,1506,32,003,001003
"Census Tract 10.04, Clark County, Nevada",1400000US32003001004,7076,41.9,5334,377,28,514,0,394,3322,2869,1235,1634,3507,2682,170600,1235,0,7056,982,21313,2869,0,42484,7076,1277,3514,108,3977,1983,3507,0,0,0,282,543,2682,32,003,001004
"Census Tract 10.05, Clark County, Nevada",1400000US32003001005,1607,40.8,1244,131,0,48,0,133,696,525,433,92,395,375,541300,433,41,1607,229,62558,525,95,106406,1607,478,867,25,1000,757,395,0,0,0,8,12,375,32,003,001005
"Census Tract 10.06, Clark County, Nevada",1400000US32003001006,4799,43.0,4014,177,13,135,66,343,2053,1826,1269,557,1539,1263,314400,1269,7,4799,672,36540,1826,169,53625,4799,1122,2965,103,2876,2297,1539,0,0,9,30,237,1263,32,003,001006
"Census Tract 11, Clark County, Nevada",1400000US32003001100,2639,34.6,1417,506,0,353,37,198,1987,1331,87,1244,2469,1829,310900,87,0,2622,1129,17191,1331,0,16195,2639,399,884,64,1941,753,2469,0,0,34,163,443,1829,32,003,001100
"Census Tract 12, Clark County, Nevada",1400000US32003001200,4068,38.5,2821,303,1,312,0,589,1895,1583,660,923,2316,1726,173100,660,0,4068,935,19613,1583,12,41867,4068,780,1780,71,2727,1378,2316,20,0,58,50,462,1726,32,003,001200
"Census Tract 13, Clark County, Nevada",1400000US32003001300,4311,38.7,3219,86,36,352,0,403,1768,1456,967,489,1807,1325,160100,967,23,4286,564,19987,1456,20,42578,4311,932,1487,151,2641,789,1807,0,11,9,25,437,1325,32,003,001300
"Census Tract 14.01, Clark County, Nevada",1400000US32003001401,2613,49.9,2157,212,29,36,0,156,1453,1312,353,959,1794,1182,172900,353,0,2613,681,17862,1312,0,27903,2613,382,1235,52,1806,985,1794,0,0,41,378,193,1182,32,003,001401
"Census Tract 14.02, Clark County, Nevada",1400000US32003001402,3741,33.8,2369,147,26,224,0,944,1166,984,740,244,974,769,140900,740,0,3732,781,16161,984,0,56957,3741,1048,1404,14,1988,923,974,0,0,0,111,94,769,32,003,001402
"Census Tract 15.01, Clark County, Nevada",1400000US32003001501,3326,44.9,2633,251,7,117,0,225,2026,1613,379,1234,2598,1864,17000,379,60,3326,796,16800,1613,0,26994,3326,491,1758,23,2172,1330,2598,0,0,0,163,571,1864,32,003,001501
"Census Tract 15.02, Clark County, Nevada",1400000US32003001502,3693,53.1,2513,104,0,296,279,481,2164,1890,1295,595,1263,1175,14400,1295,10,3693,421,19825,1890,14,31389,3693,544,2151,29,1915,1063,1263,0,28,0,0,60,1175,32,003,001502
"Census Tract 16.07, Clark County, Nevada",1400000US32003001607,3657,43.4,3095,118,0,17,30,136,2176,1507,909,598,1476,1243,38600,909,0,3657,905,19038,1507,0,38343,3657,649,2547,23,2169,1723,1476,0,22,0,64,147,1243,32,003,001607
"Census Tract 16.08, Clark County, Nevada",1400000US32003001608,1691,49.0,1489,27,0,24,0,151,840,763,604,159,290,107,42600,604,5,1691,320,23483,763,17,35039,1691,389,1068,11,1103,825,290,0,0,0,183,0,107,32,003,001608
"Census Tract 16.09, Clark County, Nevada",1400000US32003001609,4529,32.5,2864,168,21,453,101,874,1279,1170,734,436,1994,1717,161700,734,0,4500,598,15016,1170,0,52870,4529,992,1424,108,3126,976,1994,0,9,76,15,177,1717,32,003,001609
"Census Tract 16.10, Clark County, Nevada",1400000US32003001610,2559,41.5,1855,162,37,170,0,335,899,759,642,117,433,417,166300,642,0,2559,733,18048,759,0,55495,2559,722,1204,48,1581,1014,433,0,0,0,0,16,417,32,003,001610
"Census Tract 16.11, Clark County, Nevada",1400000US32003001611,4400,30.2,3096,564,22,101,153,351,1451,1315,822,493,1629,1171,174500,822,0,4353,640,19771,1315,21,54821,4400,1282,1780,103,2724,1315,1629,0,0,25,0,433,1171,32,003,001611
"Census Tract 16.12, Clark County, Nevada",1400000US32003001612,6537,33.4,3727,1259,182,296,0,718,3610,3070,907,2163,5061,4568,24300,907,0,6537,1708,16052,3070,0,26591,6537,1105,3809,137,4178,2674,5061,0,0,0,145,348,4568,32,003,001612
"Census Tract 16.13, Clark County, Nevada",1400000US32003001613,3808,33.6,2588,414,87,238,0,287,1437,1301,466,835,2538,1916,202500,466,0,3806,939,19241,1301,0,48086,3808,967,1942,72,2285,1271,2538,10,0,44,220,348,1916,32,003,001613
"Census Tract 17.06, Clark County, Nevada",1400000US32003001706,3068,50.5,2317,169,31,391,0,93,1662,1378,892,486,1153,909,200500,892,9,3045,190,33633,1378,47,51800,3068,613,1639,102,1761,1119,1153,0,0,0,62,182,909,32,003,001706
"Census Tract 17.07, Clark County, Nevada",1400000US32003001707,1773,48.7,1540,110,0,101,0,0,943,830,578,252,658,579,161100,578,0,1773,183,41014,830,55,62339,1773,254,1113,53,1215,907,658,0,0,0,9,70,579,32,003,001707
"Census Tract 17.08, Clark County, Nevada",1400000US32003001708,2744,46.0,2027,306,0,42,0,128,1395,1151,974,177,723,542,179500,974,0,2744,331,33878,1151,49,53641,2744,498,1858,52,1595,1136,723,0,0,0,0,181,542,32,003,001708
"Census Tract 17.09, Clark County, Nevada",1400000US32003001709,1659,46.5,1134,282,0,96,0,4,687,602,372,230,669,520,156000,372,17,1657,193,31659,602,17,58500,1659,220,1137,16,1219,891,669,0,0,0,0,149,520,32,003,001709
"Census Tract 17.10, Clark County, Nevada",1400000US32003001710,4368,37.5,3054,449,160,204,14,344,1811,1503,751,752,1777,1291,216200,751,9,4368,441,20418,1503,0,52467,4368,848,2316,32,2994,1909,1777,0,0,9,87,390,1291,32,003,001710
"Census Tract 17.11, Clark County, Nevada",1400000US32003001711,3415,42.8,2600,341,10,246,0,150,1970,1723,451,1272,2460,2211,170300,451,0,3415,373,26497,1723,0,39645,3415,207,2320,21,2313,1448,2460,0,0,0,79,170,2211,32,003,001711
"Census Tract 17.12, Clark County, Nevada",1400000US32003001712,3615,45.6,2652,347,11,137,0,349,1991,1539,1143,396,928,462,204500,1143,0,3526,505,29477,1539,20,57131,3615,577,2293,44,2244,1484,928,0,0,9,88,369,462,32,003,001712
"Census Tract 17.13, Clark County, Nevada",1400000US32003001713,3087,41.8,2579,59,60,227,0,148,1127,1025,752,273,887,559,181700,752,0,3057,500,23882,1025,0,61451,3087,619,1759,19,2093,1343,887,0,7,86,44,191,559,32,003,001713
"Census Tract 17.14, Clark County, Nevada",1400000US32003001714,3475,40.6,2667,378,0,84,0,216,1257,1155,905,250,857,656,189000,905,22,3451,413,24572,1155,30,62019,3475,795,1764,22,2370,1439,857,0,0,0,0,201,656,32,003,001714
"Census Tract 17.15, Clark County, Nevada",1400000US32003001715,2655,30.9,2068,41,68,26,0,302,900,784,422,362,1030,809,150800,422,0,2648,265,18428,784,6,59471,2655,794,1383,9,1611,747,1030,0,0,0,171,50,809,32,003,001715
"Census Tract 17.16, Clark County, Nevada",1400000US32003001716,2051,33.2,1316,260,0,276,0,141,562,517,458,59,204,106,179300,458,0,2051,71,18647,517,11,63125,2051,393,849,27,1285,481,204,0,0,0,71,27,106,32,003,001716
"Census Tract 17.17, Clark County, Nevada",1400000US32003001717,1535,51.3,1342,21,0,150,0,18,606,532,481,51,154,154,300700,481,0,1527,70,42224,532,74,98750,1535,323,1036,4,792,670,154,0,0,0,0,0,154,32,003,001717
"Census Tract 17.18, Clark County, Nevada",1400000US32003001718,2796,30.6,2157,313,0,81,0,199,963,898,249,649,2076,1781,122800,249,0,2796,757,14648,898,0,36306,2796,703,772,27,1843,686,2076,0,0,0,33,262,1781,32,003,001718
"Census Tract 18.01, Clark County, Nevada",1400000US32003001801,6280,41.6,4816,271,121,338,32,496,3091,2611,1631,980,2833,2124,69200,1631,49,6248,1592,17868,2611,0,32040,6280,1120,3393,51,3729,2228,2833,0,0,39,115,555,2124,32,003,001801
"Census Tract 18.03, Clark County, Nevada",1400000US32003001803,3331,34.9,2509,48,0,72,0,702,1326,1163,404,759,2108,1776,216700,404,0,3331,372,18342,1163,0,37294,3331,798,1113,80,1841,650,2108,0,0,20,35,277,1776,32,003,001803
"Census Tract 18.04, Clark County, Nevada",1400000US32003001804,3165,47.8,2044,383,10,390,0,274,1671,1416,499,917,2004,1399,113700,499,0,3165,385,25022,1416,22,34778,3165,537,1554,21,2048,924,2004,0,56,0,109,440,1399,32,003,001804
"Census Tract 19.01, Clark County, Nevada",1400000US32003001901,6182,27.4,3957,663,0,644,0,683,2377,2060,245,1815,5277,4628,158300,245,0,6026,1804,14203,2060,0,33562,6182,1462,2335,34,3756,1319,5277,0,0,13,77,559,4628,32,003,001901
"Census Tract 19.02, Clark County, Nevada",1400000US32003001902,3687,35.1,2412,188,0,182,0,733,1757,1390,832,558,1551,1328,211600,832,0,3687,617,23986,1390,35,44153,3687,650,1719,35,2483,1127,1551,0,0,0,38,185,1328,32,003,001902
"Census Tract 20, Clark County, Nevada",1400000US32003002000,3709,39.9,2429,271,0,429,91,418,3902,2030,639,1391,2788,2544,283900,639,57,3709,694,42542,2030,184,36651,3709,406,2075,186,2627,1683,2788,0,24,0,34,186,2544,32,003,002000
"Census Tract 22.01, Clark County, Nevada",1400000US32003002201,3369,48.6,2393,272,6,251,0,315,2306,1767,496,1271,2066,1269,95600,496,0,3369,1290,18248,1767,31,23463,3369,494,1888,45,1831,1106,2066,0,13,23,88,673,1269,32,003,002201
"Census Tract 22.03, Clark County, Nevada",1400000US32003002203,5368,28.6,3689,226,56,460,0,881,1606,1369,410,959,4100,3516,174600,410,0,5346,1177,15324,1369,16,42357,5368,1002,1442,32,3231,707,4100,0,0,0,146,438,3516,32,003,002203
"Census Tract 22.04, Clark County, Nevada",1400000US32003002204,4897,28.0,3677,370,14,97,0,726,1669,1407,228,1179,4291,3270,162500,228,16,4848,1524,14479,1407,16,33895,4897,992,1504,36,3061,649,4291,0,0,0,259,762,3270,32,003,002204
"Census Tract 22.06, Clark County, Nevada",1400000US32003002206,4199,28.7,2661,292,18,270,0,903,1491,1342,511,831,2964,2136,116100,511,0,4199,871,19189,1342,0,44648,4199,855,1424,122,2824,1264,2964,0,0,0,508,320,2136,32,003,002206
"Census Tract 22.07, Clark County, Nevada",1400000US32003002207,4740,22.5,3432,171,0,375,0,678,1689,1434,57,1377,4683,3654,-666666666,57,0,4740,1723,10103,1434,0,28529,4740,1234,998,0,2884,574,4683,0,0,0,36,993,3654,32,003,002207
"Census Tract 23.02, Clark County, Nevada",1400000US32003002302,829,52.7,468,145,0,182,0,34,1609,386,121,265,583,393,205800,121,27,829,204,30545,386,23,38261,829,30,534,6,484,301,583,0,20,0,60,110,393,32,003,002302
"Census Tract 23.03, Clark County, Nevada",1400000US32003002303,359,63.0,348,0,0,0,0,11,807,229,159,70,70,70,897700,159,66,359,0,136148,229,49,99712,359,9,293,0,245,212,70,0,0,0,0,0,70,32,003,002303
"Census Tract 24.03, Clark County, Nevada",1400000US32003002403,4367,41.7,2168,1309,4,427,0,371,3029,2359,224,2135,4069,3176,104800,224,11,4367,1167,20072,2359,0,31825,4367,644,2361,20,3185,1974,4069,0,0,103,195,595,3176,32,003,002403
"Census Tract 24.04, Clark County, Nevada",1400000US32003002404,5228,29.7,3097,1108,15,201,32,623,2861,2146,0,2146,5228,4061,-666666666,0,0,5224,1277,16273,2146,0,27214,5228,635,2821,83,3390,1843,5228,0,0,84,200,883,4061,32,003,002404
"Census Tract 24.05, Clark County, Nevada",1400000US32003002405,4115,32.8,3719,131,34,132,0,22,2316,1873,110,1763,3937,3175,101700,110,0,4115,652,16936,1873,0,30720,4115,624,1576,84,2763,1032,3937,0,36,23,82,621,3175,32,003,002405
"Census Tract 24.06, Clark County, Nevada",1400000US32003002406,2410,39.5,1563,686,17,46,0,7,2096,1487,98,1389,2208,1758,138500,98,0,2410,474,27130,1487,0,27278,2410,105,1708,14,1969,1494,2208,0,0,22,105,323,1758,32,003,002406
"Census Tract 25.01, Clark County, Nevada",1400000US32003002501,5692,33.8,4202,527,47,515,0,303,2460,2201,484,1717,4169,3815,203000,484,0,5677,1645,18024,2201,0,34977,5692,959,1786,68,3994,1612,4169,10,0,15,51,278,3815,32,003,002501
"Census Tract 25.04, Clark County, Nevada",1400000US32003002504,2926,40.8,2068,385,77,317,4,27,1901,1435,400,1035,2101,1618,202700,400,0,2877,440,21694,1435,7,33092,2926,570,1602,37,2097,1517,2101,0,0,20,127,336,1618,32,003,002504
"Census Tract 25.05, Clark County, Nevada",1400000US32003002505,1553,37.9,1271,145,16,54,10,15,1013,720,176,544,1277,1157,203200,176,0,1548,239,21148,720,9,34250,1553,93,742,14,1161,560,1277,0,23,33,21,43,1157,32,003,002505
"Census Tract 25.06, Clark County, Nevada",1400000US32003002506,3864,30.2,2551,819,106,251,0,107,2295,1774,131,1643,3636,2820,140300,131,0,3864,737,17228,1774,0,32231,3864,1021,1396,53,2640,1254,3636,0,0,23,272,521,2820,32,003,002506
"Census Tract 26.03, Clark County, Nevada",1400000US32003002603,3565,30.2,2399,623,10,296,25,42,2158,1686,52,1634,2609,2152,72600,52,0,2673,810,17090,1686,0,27458,3565,341,1998,142,2755,1965,2609,0,35,54,162,206,2152,32,003,002603
"Census Tract 26.04, Clark County, Nevada",1400000US32003002604,1944,41.9,1435,56,0,183,0,227,1513,1000,187,813,1662,1365,145800,187,0,1944,461,20385,1000,0,30882,1944,171,905,14,1368,698,1662,0,0,69,71,157,1365,32,003,002604
"Census Tract 26.05, Clark County, Nevada",1400000US32003002605,903,44.1,699,94,20,55,0,35,1298,618,0,618,903,711,-666666666,0,0,903,295,31865,618,18,33000,903,105,687,0,799,703,903,0,0,28,123,41,711,32,003,002605
"Census Tract 27.06, Clark County, Nevada",1400000US32003002706,3543,35.9,2968,330,51,87,27,36,1994,1716,192,1524,3154,2430,140100,192,0,3524,466,20385,1716,32,33030,3543,639,1574,51,2366,1124,3154,0,0,0,199,525,2430,32,003,002706
"Census Tract 27.07, Clark County, Nevada",1400000US32003002707,3438,41.7,2748,85,0,298,3,174,1482,1338,894,444,1294,1101,167800,894,0,3430,472,24278,1338,6,55148,3438,544,1611,135,2248,1093,1294,0,13,76,54,50,1101,32,003,002707
"Census Tract 27.08, Clark County, Nevada",1400000US32003002708,2461,34.6,1780,500,4,59,11,46,1316,1065,177,888,2037,1539,108200,177,0,2461,587,19191,1065,0,36806,2461,415,1052,14,1735,809,2037,0,0,0,186,312,1539,32,003,002708
"Census Tract 28.08, Clark County, Nevada",1400000US32003002808,2184,41.1,1644,125,0,150,104,20,883,842,559,283,879,725,280700,559,79,2184,152,49968,842,123,67222,2184,460,1386,29,1477,1244,879,0,0,13,0,141,725,32,003,002808
"Census Tract 28.10, Clark County, Nevada",1400000US32003002810,2856,29.0,2103,204,54,89,71,183,2082,1393,148,1245,2536,2339,44000,148,0,2856,650,22800,1393,8,36280,2856,478,1874,46,1987,1643,2536,0,0,0,6,191,2339,32,003,002810
"Census Tract 28.11, Clark County, Nevada",1400000US32003002811,3636,39.8,2444,368,12,506,0,142,1716,1519,1067,452,1229,1036,247200,1067,0,3636,230,37357,1519,112,63975,3636,582,2193,110,2570,1967,1229,0,0,0,70,123,1036,32,003,002811
"Census Tract 28.14, Clark County, Nevada",1400000US32003002814,5365,37.6,3466,288,22,692,75,239,2311,1947,1204,743,2052,1739,307400,1204,0,5365,411,31086,1947,41,71764,5365,1149,3221,186,3549,2732,2052,0,0,0,143,170,1739,32,003,002814
"Census Tract 28.21, Clark County, Nevada",1400000US32003002821,4238,32.5,3040,367,150,261,28,287,2286,2003,386,1617,3411,2852,363900,386,12,4230,610,28480,2003,31,45215,4238,491,3052,71,3213,2482,3411,0,0,0,221,338,2852,32,003,002821
